Horizon,Acteur,Sim,Scénario_idx,Rang_sim,Base_rang
H50,ONG_Locales,170,2,2,2
H50,ONG_Locales,170,3,3,3
H50,Autorites,170,1,1,1
H50,Autorites,170,2,2,2
H50,Autorites,170,3,3,3
H50,Scientifiques,170,1,1,1
H50,Scientifiques,170,2,2,2
H50,Scientifiques,170,3,3,3
H50,Industriels_Finance,171,1,1,1
H50,Industriels_Finance,171,2,2,2
H50,Industriels_Finance,171,3,3,3
H50,Collectivites,171,1,1,1
H50,Collectivites,171,2,2,2
H50,Collectivites,171,3,3,3
H50,ONG_Locales,171,1,1,1
H50,ONG_Locales,171,2,2,2
H50,ONG_Locales,171,3,3,3
H50,Autorites,171,1,1,1
H50,Autorites,171,2,2,2
H50,Autorites,171,3,3,3
H50,Scientifiques,171,1,1,1
H50,Scientifiques,171,2,2,2
H50,Scientifiques,171,3,3,3
H50,Industriels_Finance,172,1,1,1
H50,Industriels_Finance,172,2,2,2
H50,Industriels_Finance,172,3,3,3
H50,Collectivites,172,1,1,1
H50,Collectivites,172,2,2,2
H50,Collectivites,172,3,3,3
H50,ONG_Locales,172,1,1,1
H50,ONG_Locales,172,2,2,2
H50,ONG_Locales,172,3,3,3
H50,Autorites,172,1,1,1
H50,Autorites,172,2,2,2
H50,Autorites,172,3,3,3
H50,Scientifiques,172,1,1,1
H50,Scientifiques,172,2,2,2
H50,Scientifiques,172,3,3,3
H50,Industriels_Finance,173,1,1,1
H50,Industriels_Finance,173,2,2,2
H50,Industriels_Finance,173,3,3,3
H50,Collectivites,173,1,1,1
H50,Collectivites,173,2,2,2
H50,Collectivites,173,3,3,3
H50,ONG_Locales,173,1,1,1
H50,ONG_Locales,173,2,2,2
H50,ONG_Locales,173,3,3,3
H50,Autorites,173,1,1,1
H50,Autorites,173,2,2,2
H50,Autorites,173,3,3,3
H50,Scientifiques,173,1,1,1
H50,Scientifiques,173,2,2,2
H50,Scientifiques,173,3,3,3
H50,Industriels_Finance,174,1,1,1
H50,Industriels_Finance,174,2,2,2
H50,Industriels_Finance,174,3,3,3
H50,Collectivites,174,1,1,1
H50,Collectivites,174,2,2,2
H50,Collectivites,174,3,3,3
H50,ONG_Locales,174,1,1,1
H50,ONG_Locales,174,2,2,2
H50,ONG_Locales,174,3,3,3
H50,Autorites,174,1,1,1
H50,Autorites,174,2,2,2
H50,Autorites,174,3,3,3
H50,Scientifiques,174,1,1,1
H50,Scientifiques,174,2,2,2
H50,Scientifiques,174,3,3,3
H50,Industriels_Finance,175,1,1,1
H50,Industriels_Finance,175,2,2,2
H50,Industriels_Finance,175,3,3,3
H50,Collectivites,175,1,1,1
H50,Collectivites,175,2,2,2
H50,Collectivites,175,3,3,3
H50,ONG_Locales,175,1,1,1
H50,ONG_Locales,175,2,2,2
H50,ONG_Locales,175,3,3,3
H50,Autorites,175,1,1,1
H50,Autorites,175,2,2,2
H50,Autorites,175,3,3,3
H50,Scientifiques,175,1,1,1
H50,Scientifiques,175,2,2,2
H50,Scientifiques,175,3,3,3
H50,Industriels_Finance,176,1,1,1
H50,Industriels_Finance,176,2,2,2
H50,Industriels_Finance,176,3,3,3
H50,Collectivites,176,1,1,1
H50,Collectivites,176,2,2,2
H50,Collectivites,176,3,3,3
H50,ONG_Locales,176,1,1,1
H50,ONG_Locales,176,2,2,2
H50,ONG_Locales,176,3,3,3
H50,Autorites,176,1,1,1
H50,Autorites,176,2,2,2
H50,Autorites,176,3,3,3
H50,Scientifiques,176,1,1,1
H50,Scientifiques,176,2,2,2
H50,Scientifiques,176,3,3,3
H50,Industriels_Finance,177,1,1,1
H50,Industriels_Finance,177,2,2,2
H50,Industriels_Finance,177,3,3,3
H50,Collectivites,177,1,1,1
H50,Collectivites,177,2,2,2
H50,Collectivites,177,3,3,3
H50,ONG_Locales,177,1,1,1
H50,ONG_Locales,177,2,2,2
H50,ONG_Locales,177,3,3,3
H50,Autorites,177,1,1,1
H50,Autorites,177,2,2,2
H50,Autorites,177,3,3,3
H50,Scientifiques,177,1,1,1
H50,Scientifiques,177,2,2,2
H50,Scientifiques,177,3,3,3
H50,Industriels_Finance,178,1,1,1
H50,Industriels_Finance,178,2,2,2
H50,Industriels_Finance,178,3,3,3
H50,Collectivites,178,1,1,1
H50,Collectivites,178,2,2,2
H50,Collectivites,178,3,3,3
H50,ONG_Locales,178,1,1,1
H50,ONG_Locales,178,2,2,2
H50,ONG_Locales,178,3,3,3
H50,Autorites,178,1,1,1
H50,Autorites,178,2,2,2
H50,Autorites,178,3,3,3
H50,Scientifiques,178,1,1,1
H50,Scientifiques,178,2,2,2
H50,Scientifiques,178,3,3,3
H50,Industriels_Finance,179,1,1,1
H50,Industriels_Finance,179,2,2,2
H50,Industriels_Finance,179,3,3,3
H50,Collectivites,179,1,1,1
H50,Collectivites,179,2,2,2
H50,Collectivites,179,3,3,3
H50,ONG_Locales,179,1,1,1
H50,ONG_Locales,179,2,2,2
H50,ONG_Locales,179,3,3,3
H50,Autorites,179,1,1,1
H50,Autorites,179,2,2,2
H50,Autorites,179,3,3,3
H50,Scientifiques,179,1,1,1
H50,Scientifiques,179,2,2,2
H50,Scientifiques,179,3,3,3
H50,Industriels_Finance,180,1,1,1
H50,Industriels_Finance,180,2,2,2
H50,Industriels_Finance,180,3,3,3
H50,Collectivites,180,1,1,1
H50,Collectivites,180,2,2,2
H50,Collectivites,180,3,3,3
H50,ONG_Locales,180,1,1,1
H50,ONG_Locales,180,2,2,2
H50,ONG_Locales,180,3,3,3
H50,Autorites,180,1,1,1
H50,Autorites,180,2,2,2
H50,Autorites,180,3,3,3
H50,Scientifiques,180,1,1,1
H50,Scientifiques,180,2,2,2
H50,Scientifiques,180,3,3,3
H50,Industriels_Finance,181,1,1,1
H50,Industriels_Finance,181,2,2,2
H50,Industriels_Finance,181,3,3,3
H50,Collectivites,181,1,1,1
H50,Collectivites,181,2,2,2
H50,Collectivites,181,3,3,3
H50,ONG_Locales,181,1,1,1
H50,ONG_Locales,181,2,2,2
H50,ONG_Locales,181,3,3,3
H50,Autorites,181,1,1,1
H50,Autorites,181,2,2,2
H50,Autorites,181,3,3,3
H50,Scientifiques,181,1,1,1
H50,Scientifiques,181,2,2,2
H50,Scientifiques,181,3,3,3
H50,Industriels_Finance,182,1,1,1
H50,Industriels_Finance,182,2,2,2
H50,Industriels_Finance,182,3,3,3
H50,Collectivites,182,1,1,1
H50,Collectivites,182,2,2,2
H50,Collectivites,182,3,3,3
H50,ONG_Locales,182,1,1,1
H50,ONG_Locales,182,2,2,2
H50,ONG_Locales,182,3,3,3
H50,Autorites,182,1,1,1
H50,Autorites,182,2,2,2
H50,Autorites,182,3,3,3
H50,Scientifiques,182,1,1,1
H50,Scientifiques,182,2,2,2
H50,Scientifiques,182,3,3,3
H50,Industriels_Finance,183,1,1,1
H50,Industriels_Finance,183,2,2,2
H50,Industriels_Finance,183,3,3,3
H50,Collectivites,183,1,1,1
H50,Collectivites,183,2,2,2
H50,Collectivites,183,3,3,3
H50,ONG_Locales,183,1,1,1
H50,ONG_Locales,183,2,2,2
H50,ONG_Locales,183,3,3,3
H50,Autorites,183,1,1,1
H50,Autorites,183,2,2,2
H50,Autorites,183,3,3,3
H50,Scientifiques,183,1,1,1
H50,Scientifiques,183,2,2,2
H50,Scientifiques,183,3,3,3
H50,Industriels_Finance,184,1,1,1
H50,Industriels_Finance,184,2,2,2
H50,Industriels_Finance,184,3,3,3
H50,Collectivites,184,1,1,1
H50,Collectivites,184,2,2,2
H50,Collectivites,184,3,3,3
H50,ONG_Locales,184,1,1,1
H50,ONG_Locales,184,2,2,2
H50,ONG_Locales,184,3,3,3
H50,Autorites,184,1,1,1
H50,Autorites,184,2,2,2
H50,Autorites,184,3,3,3
H50,Scientifiques,184,1,1,1
H50,Scientifiques,184,2,2,2
H50,Scientifiques,184,3,3,3
H50,Industriels_Finance,185,1,1,1
H50,Industriels_Finance,185,2,2,2
H50,Industriels_Finance,185,3,3,3
H50,Collectivites,185,1,1,1
H50,Collectivites,185,2,2,2
H50,Collectivites,185,3,3,3
H50,ONG_Locales,185,1,1,1
H50,ONG_Locales,185,2,2,2
H50,ONG_Locales,185,3,3,3
H50,Autorites,185,1,1,1
H50,Autorites,185,2,2,2
H50,Autorites,185,3,3,3
H50,Scientifiques,185,1,1,1
H50,Scientifiques,185,2,2,2
H50,Scientifiques,185,3,3,3
H50,Industriels_Finance,186,1,1,1
H50,Industriels_Finance,186,2,2,2
H50,Industriels_Finance,186,3,3,3
H50,Collectivites,186,1,1,1
H50,Collectivites,186,2,2,2
H50,Collectivites,186,3,3,3
H50,ONG_Locales,186,1,1,1
H50,ONG_Locales,186,2,2,2
H50,ONG_Locales,186,3,3,3
H50,Autorites,186,1,1,1
H50,Autorites,186,2,2,2
H50,Autorites,186,3,3,3
H50,Scientifiques,186,1,1,1
H50,Scientifiques,186,2,2,2
H50,Scientifiques,186,3,3,3
H50,Industriels_Finance,187,1,1,1
H50,Industriels_Finance,187,2,2,2
H50,Industriels_Finance,187,3,3,3
H50,Collectivites,187,1,1,1
H50,Collectivites,187,2,2,2
H50,Collectivites,187,3,3,3
H50,ONG_Locales,187,1,1,1
H50,ONG_Locales,187,2,2,2
H50,ONG_Locales,187,3,3,3
H50,Autorites,187,1,1,1
H50,Autorites,187,2,2,2
H50,Autorites,187,3,3,3
H50,Scientifiques,187,1,1,1
H50,Scientifiques,187,2,2,2
H50,Scientifiques,187,3,3,3
H50,Industriels_Finance,188,1,1,1
H50,Industriels_Finance,188,2,2,2
H50,Industriels_Finance,188,3,3,3
H50,Collectivites,188,1,1,1
H50,Collectivites,188,2,2,2
H50,Collectivites,188,3,3,3
H50,ONG_Locales,188,1,1,1
H50,ONG_Locales,188,2,2,2
H50,ONG_Locales,188,3,3,3
H50,Autorites,188,1,1,1
H50,Autorites,188,2,2,2
H50,Autorites,188,3,3,3
H50,Scientifiques,188,1,1,1
H50,Scientifiques,188,2,2,2
H50,Scientifiques,188,3,3,3
H50,Industriels_Finance,189,1,1,1
H50,Industriels_Finance,189,2,2,2
H50,Industriels_Finance,189,3,3,3
H50,Collectivites,189,1,1,1
H50,Collectivites,189,2,2,2
H50,Collectivites,189,3,3,3
H50,ONG_Locales,189,1,1,1
H50,ONG_Locales,189,2,2,2
H50,ONG_Locales,189,3,3,3
H50,Autorites,189,1,1,1
H50,Autorites,189,2,2,2
H50,Autorites,189,3,3,3
H50,Scientifiques,189,1,1,1
H50,Scientifiques,189,2,2,2
H50,Scientifiques,189,3,3,3
H50,Industriels_Finance,190,1,1,1
H50,Industriels_Finance,190,2,2,2
H50,Industriels_Finance,190,3,3,3
H50,Collectivites,190,1,1,1
H50,Collectivites,190,2,2,2
H50,Collectivites,190,3,3,3
H50,ONG_Locales,190,1,1,1
H50,ONG_Locales,190,2,2,2
H50,ONG_Locales,190,3,3,3
H50,Autorites,190,1,1,1
H50,Autorites,190,2,2,2
H50,Autorites,190,3,3,3
H50,Scientifiques,190,1,1,1
H50,Scientifiques,190,2,2,2
H50,Scientifiques,190,3,3,3
H50,Industriels_Finance,191,1,1,1
H50,Industriels_Finance,191,2,2,2
H50,Industriels_Finance,191,3,3,3
H50,Collectivites,191,1,1,1
H50,Collectivites,191,2,2,2
H50,Collectivites,191,3,3,3
H50,ONG_Locales,191,1,1,1
H50,ONG_Locales,191,2,2,2
H50,ONG_Locales,191,3,3,3
H50,Autorites,191,1,1,1
H50,Autorites,191,2,2,2
H50,Autorites,191,3,3,3
H50,Scientifiques,191,1,1,1
H50,Scientifiques,191,2,2,2
H50,Scientifiques,191,3,3,3
H50,Industriels_Finance,192,1,1,1
H50,Industriels_Finance,192,2,2,2
H50,Industriels_Finance,192,3,3,3
H50,Collectivites,192,1,1,1
H50,Collectivites,192,2,2,2
H50,Collectivites,192,3,3,3
H50,ONG_Locales,192,1,1,1
H50,ONG_Locales,192,2,2,2
H50,ONG_Locales,192,3,3,3
H50,Autorites,192,1,1,1
H50,Autorites,192,2,2,2
H50,Autorites,192,3,3,3
H50,Scientifiques,192,1,1,1
H50,Scientifiques,192,2,2,2
H50,Scientifiques,192,3,3,3
H50,Industriels_Finance,193,1,1,1
H50,Industriels_Finance,193,2,2,2
H50,Industriels_Finance,193,3,3,3
H50,Collectivites,193,1,1,1
H50,Collectivites,193,2,2,2
H50,Collectivites,193,3,3,3
H50,ONG_Locales,193,1,1,1
H50,ONG_Locales,193,2,2,2
H50,ONG_Locales,193,3,3,3
H50,Autorites,193,1,1,1
H50,Autorites,193,2,2,2
H50,Autorites,193,3,3,3
H50,Scientifiques,193,1,1,1
H50,Scientifiques,193,2,2,2
H50,Scientifiques,193,3,3,3
H50,Industriels_Finance,194,1,1,1
H50,Industriels_Finance,194,2,2,2
H50,Industriels_Finance,194,3,3,3
H50,Collectivites,194,1,1,1
H50,Collectivites,194,2,2,2
H50,Collectivites,194,3,3,3
H50,ONG_Locales,194,1,1,1
H50,ONG_Locales,194,2,2,2
H50,ONG_Locales,194,3,3,3
H50,Autorites,194,1,1,1
H50,Autorites,194,2,2,2
H50,Autorites,194,3,3,3
H50,Scientifiques,194,1,1,1
H50,Scientifiques,194,2,2,2
H50,Scientifiques,194,3,3,3
H50,Industriels_Finance,195,1,1,1
H50,Industriels_Finance,195,2,2,2
H50,Industriels_Finance,195,3,3,3
H50,Collectivites,195,1,1,1
H50,Collectivites,195,2,2,2
H50,Collectivites,195,3,3,3
H50,ONG_Locales,195,1,1,1
H50,ONG_Locales,195,2,2,2
H50,ONG_Locales,195,3,3,3
H50,Autorites,195,1,1,1
H50,Autorites,195,2,2,2
H50,Autorites,195,3,3,3
H50,Scientifiques,195,1,1,1
H50,Scientifiques,195,2,2,2
H50,Scientifiques,195,3,3,3
H50,Industriels_Finance,196,1,1,1
H50,Industriels_Finance,196,2,2,2
H50,Industriels_Finance,196,3,3,3
H50,Collectivites,196,1,1,1
H50,Collectivites,196,2,2,2
H50,Collectivites,196,3,3,3
H50,ONG_Locales,196,1,1,1
H50,ONG_Locales,196,2,2,2
H50,ONG_Locales,196,3,3,3
H50,Autorites,196,1,1,1
H50,Autorites,196,2,2,2
H50,Autorites,196,3,3,3
H50,Scientifiques,196,1,1,1
H50,Scientifiques,196,2,2,2
H50,Scientifiques,196,3,3,3
H50,Industriels_Finance,197,1,1,1
H50,Industriels_Finance,197,2,2,2
H50,Industriels_Finance,197,3,3,3
H50,Collectivites,197,1,1,1
H50,Collectivites,197,2,2,2
H50,Collectivites,197,3,3,3
H50,ONG_Locales,197,1,1,1
H50,ONG_Locales,197,2,2,2
H50,ONG_Locales,197,3,3,3
H50,Autorites,197,1,1,1
H50,Autorites,197,2,2,2
H50,Autorites,197,3,3,3
H50,Scientifiques,197,1,1,1
H50,Scientifiques,197,2,2,2
H50,Scientifiques,197,3,3,3
H50,Industriels_Finance,198,1,1,1
H50,Industriels_Finance,198,2,2,2
H50,Industriels_Finance,198,3,3,3
H50,Collectivites,198,1,1,1
H50,Collectivites,198,2,2,2
H50,Collectivites,198,3,3,3
H50,ONG_Locales,198,1,1,1
H50,ONG_Locales,198,2,2,2
H50,ONG_Locales,198,3,3,3
H50,Autorites,198,1,1,1
H50,Autorites,198,2,2,2
H50,Autorites,198,3,3,3
H50,Scientifiques,198,1,1,1
H50,Scientifiques,198,2,2,2
H50,Scientifiques,198,3,3,3
H50,Industriels_Finance,199,1,1,1
H50,Industriels_Finance,199,2,2,2
H50,Industriels_Finance,199,3,3,3
H50,Collectivites,199,1,1,1
H50,Collectivites,199,2,2,2
H50,Collectivites,199,3,3,3
H50,ONG_Locales,199,1,1,1
H50,ONG_Locales,199,2,2,2
H50,ONG_Locales,199,3,3,3
H50,Autorites,199,1,1,1
H50,Autorites,199,2,2,2
H50,Autorites,199,3,3,3
H50,Scientifiques,199,1,1,1
H50,Scientifiques,199,2,2,2
H50,Scientifiques,199,3,3,3
H50,Industriels_Finance,200,1,1,1
H50,Industriels_Finance,200,2,2,2
H50,Industriels_Finance,200,3,3,3
H50,Collectivites,200,1,1,1
H50,Collectivites,200,2,2,2
H50,Collectivites,200,3,3,3
H50,ONG_Locales,200,1,1,1
H50,ONG_Locales,200,2,2,2
H50,ONG_Locales,200,3,3,3
H50,Autorites,200,1,1,1
H50,Autorites,200,2,2,2
H50,Autorites,200,3,3,3
H50,Scientifiques,200,1,1,1
H50,Scientifiques,200,2,2,2
H50,Scientifiques,200,3,3,3
H50,Industriels_Finance,201,1,1,1
H50,Industriels_Finance,201,2,2,2
H50,Industriels_Finance,201,3,3,3
H50,Collectivites,201,1,1,1
H50,Collectivites,201,2,2,2
H50,Collectivites,201,3,3,3
H50,ONG_Locales,201,1,1,1
H50,ONG_Locales,201,2,2,2
H50,ONG_Locales,201,3,3,3
H50,Autorites,201,1,1,1
H50,Autorites,201,2,2,2
H50,Autorites,201,3,3,3
H50,Scientifiques,201,1,1,1
H50,Scientifiques,201,2,2,2
H50,Scientifiques,201,3,3,3
H50,Industriels_Finance,202,1,1,1
H50,Industriels_Finance,202,2,2,2
H50,Industriels_Finance,202,3,3,3
H50,Collectivites,202,1,1,1
H50,Collectivites,202,2,2,2
H50,Collectivites,202,3,3,3
H50,ONG_Locales,202,1,1,1
H50,ONG_Locales,202,2,2,2
H50,ONG_Locales,202,3,3,3
H50,Autorites,202,1,1,1
H50,Autorites,202,2,2,2
H50,Autorites,202,3,3,3
H50,Scientifiques,202,1,1,1
H50,Scientifiques,202,2,2,2
H50,Scientifiques,202,3,3,3
H50,Industriels_Finance,203,1,1,1
H50,Industriels_Finance,203,2,2,2
H50,Industriels_Finance,203,3,3,3
H50,Collectivites,203,1,1,1
H50,Collectivites,203,2,2,2
H50,Collectivites,203,3,3,3
H50,ONG_Locales,203,1,1,1
H50,ONG_Locales,203,2,2,2
H50,ONG_Locales,203,3,3,3
H50,Autorites,203,1,1,1
H50,Autorites,203,2,2,2
H50,Autorites,203,3,3,3
H50,Scientifiques,203,1,1,1
H50,Scientifiques,203,2,2,2
H50,Scientifiques,203,3,3,3
H50,Industriels_Finance,204,1,1,1
H50,Industriels_Finance,204,2,2,2
H50,Industriels_Finance,204,3,3,3
H50,Collectivites,204,1,1,1
H50,Collectivites,204,2,2,2
H50,Collectivites,204,3,3,3
H50,ONG_Locales,204,1,1,1
H50,ONG_Locales,204,2,2,2
H50,ONG_Locales,204,3,3,3
H50,Autorites,204,1,1,1
H50,Autorites,204,2,2,2
H50,Autorites,204,3,3,3
H50,Scientifiques,204,1,1,1
H50,Scientifiques,204,2,2,2
H50,Scientifiques,204,3,3,3
H50,Industriels_Finance,205,1,1,1
H50,Industriels_Finance,205,2,2,2
H50,Industriels_Finance,205,3,3,3
H50,Collectivites,205,1,1,1
H50,Collectivites,205,2,2,2
H50,Collectivites,205,3,3,3
H50,ONG_Locales,205,1,1,1
H50,ONG_Locales,205,2,2,2
H50,ONG_Locales,205,3,3,3
H50,Autorites,205,1,1,1
H50,Autorites,205,2,2,2
H50,Autorites,205,3,3,3
H50,Scientifiques,205,1,1,1
H50,Scientifiques,205,2,2,2
H50,Scientifiques,205,3,3,3
H50,Industriels_Finance,206,1,1,1
H50,Industriels_Finance,206,2,2,2
H50,Industriels_Finance,206,3,3,3
H50,Collectivites,206,1,1,1
H50,Collectivites,206,2,2,2
H50,Collectivites,206,3,3,3
H50,ONG_Locales,206,1,1,1
H50,ONG_Locales,206,2,2,2
H50,ONG_Locales,206,3,3,3
H50,Autorites,206,1,1,1
H50,Autorites,206,2,2,2
H50,Autorites,206,3,3,3
H50,Scientifiques,206,1,1,1
H50,Scientifiques,206,2,2,2
H50,Scientifiques,206,3,3,3
H50,Industriels_Finance,207,1,1,1
H50,Industriels_Finance,207,2,2,2
H50,Industriels_Finance,207,3,3,3
H50,Collectivites,207,1,1,1
H50,Collectivites,207,2,2,2
H50,Collectivites,207,3,3,3
H50,ONG_Locales,207,1,1,1
H50,ONG_Locales,207,2,2,2
H50,ONG_Locales,207,3,3,3
H50,Autorites,207,1,1,1
H50,Autorites,207,2,2,2
H50,Autorites,207,3,3,3
H50,Scientifiques,207,1,1,1
H50,Scientifiques,207,2,2,2
H50,Scientifiques,207,3,3,3
H50,Industriels_Finance,208,1,1,1
H50,Industriels_Finance,208,2,2,2
H50,Industriels_Finance,208,3,3,3
H50,Collectivites,208,1,1,1
H50,Collectivites,208,2,2,2
H50,Collectivites,208,3,3,3
H50,ONG_Locales,208,1,1,1
H50,ONG_Locales,208,2,2,2
H50,ONG_Locales,208,3,3,3
H50,Autorites,208,1,1,1
H50,Autorites,208,2,2,2
H50,Autorites,208,3,3,3
H50,Scientifiques,208,1,1,1
H50,Scientifiques,208,2,2,2
H50,Scientifiques,208,3,3,3
H50,Industriels_Finance,209,1,1,1
H50,Industriels_Finance,209,2,2,2
H50,Industriels_Finance,209,3,3,3
H50,Collectivites,209,1,1,1
H50,Collectivites,209,2,2,2
H50,Collectivites,209,3,3,3
H50,ONG_Locales,209,1,1,1
H50,ONG_Locales,209,2,2,2
H50,ONG_Locales,209,3,3,3
H50,Autorites,209,1,1,1
H50,Autorites,209,2,2,2
H50,Autorites,209,3,3,3
H50,Scientifiques,209,1,1,1
H50,Scientifiques,209,2,2,2
H50,Scientifiques,209,3,3,3
H50,Industriels_Finance,210,1,1,1
H50,Industriels_Finance,210,2,2,2
H50,Industriels_Finance,210,3,3,3
H50,Collectivites,210,1,1,1
H50,Collectivites,210,2,2,2
H50,Collectivites,210,3,3,3
H50,ONG_Locales,210,1,1,1
H50,ONG_Locales,210,2,2,2
H50,ONG_Locales,210,3,3,3
H50,Autorites,210,1,1,1
H50,Autorites,210,2,2,2
H50,Autorites,210,3,3,3
H50,Scientifiques,210,1,1,1
H50,Scientifiques,210,2,2,2
H50,Scientifiques,210,3,3,3
H50,Industriels_Finance,211,1,1,1
H50,Industriels_Finance,211,2,2,2
H50,Industriels_Finance,211,3,3,3
H50,Collectivites,211,1,1,1
H50,Collectivites,211,2,2,2
H50,Collectivites,211,3,3,3
H50,ONG_Locales,211,1,1,1
H50,ONG_Locales,211,2,2,2
H50,ONG_Locales,211,3,3,3
H50,Autorites,211,1,1,1
H50,Autorites,211,2,2,2
H50,Autorites,211,3,3,3
H50,Scientifiques,211,1,1,1
H50,Scientifiques,211,2,2,2
H50,Scientifiques,211,3,3,3
H50,Industriels_Finance,212,1,1,1
H50,Industriels_Finance,212,2,2,2
H50,Industriels_Finance,212,3,3,3
H50,Collectivites,212,1,1,1
H50,Collectivites,212,2,2,2
H50,Collectivites,212,3,3,3
H50,ONG_Locales,212,1,1,1
H50,ONG_Locales,212,2,2,2
H50,ONG_Locales,212,3,3,3
H50,Autorites,212,1,1,1
H50,Autorites,212,2,2,2
H50,Autorites,212,3,3,3
H50,Scientifiques,212,1,1,1
H50,Scientifiques,212,2,2,2
H50,Scientifiques,212,3,3,3
H50,Industriels_Finance,213,1,1,1
H50,Industriels_Finance,213,2,2,2
H50,Industriels_Finance,213,3,3,3
H50,Collectivites,213,1,1,1
H50,Collectivites,213,2,2,2
H50,Collectivites,213,3,3,3
H50,ONG_Locales,213,1,1,1
H50,ONG_Locales,213,2,2,2
H50,ONG_Locales,213,3,3,3
H50,Autorites,213,1,1,1
H50,Autorites,213,2,2,2
H50,Autorites,213,3,3,3
H50,Scientifiques,213,1,1,1
H50,Scientifiques,213,2,2,2
H50,Scientifiques,213,3,3,3
H50,Industriels_Finance,214,1,1,1
H50,Industriels_Finance,214,2,2,2
H50,Industriels_Finance,214,3,3,3
H50,Collectivites,214,1,1,1
H50,Collectivites,214,2,2,2
H50,Collectivites,214,3,3,3
H50,ONG_Locales,214,1,1,1
H50,ONG_Locales,214,2,2,2
H50,ONG_Locales,214,3,3,3
H50,Autorites,214,1,1,1
H50,Autorites,214,2,2,2
H50,Autorites,214,3,3,3
H50,Scientifiques,214,1,1,1
H50,Scientifiques,214,2,2,2
H50,Scientifiques,214,3,3,3
H50,Industriels_Finance,215,1,1,1
H50,Industriels_Finance,215,2,2,2
H50,Industriels_Finance,215,3,3,3
H50,Collectivites,215,1,1,1
H50,Collectivites,215,2,2,2
H50,Collectivites,215,3,3,3
H50,ONG_Locales,215,1,1,1
H50,ONG_Locales,215,2,2,2
H50,ONG_Locales,215,3,3,3
H50,Autorites,215,1,1,1
H50,Autorites,215,2,2,2
H50,Autorites,215,3,3,3
H50,Scientifiques,215,1,1,1
H50,Scientifiques,215,2,2,2
H50,Scientifiques,215,3,3,3
H50,Industriels_Finance,216,1,1,1
H50,Industriels_Finance,216,2,2,2
H50,Industriels_Finance,216,3,3,3
H50,Collectivites,216,1,1,1
H50,Collectivites,216,2,2,2
H50,Collectivites,216,3,3,3
H50,ONG_Locales,216,1,1,1
H50,ONG_Locales,216,2,2,2
H50,ONG_Locales,216,3,3,3
H50,Autorites,216,1,1,1
H50,Autorites,216,2,2,2
H50,Autorites,216,3,3,3
H50,Scientifiques,216,1,1,1
H50,Scientifiques,216,2,2,2
H50,Scientifiques,216,3,3,3
H50,Industriels_Finance,217,1,1,1
H50,Industriels_Finance,217,2,2,2
H50,Industriels_Finance,217,3,3,3
H50,Collectivites,217,1,1,1
H50,Collectivites,217,2,2,2
H50,Collectivites,217,3,3,3
H50,ONG_Locales,217,1,1,1
H50,ONG_Locales,217,2,2,2
H50,ONG_Locales,217,3,3,3
H50,Autorites,217,1,1,1
H50,Autorites,217,2,2,2
H50,Autorites,217,3,3,3
H50,Scientifiques,217,1,1,1
H50,Scientifiques,217,2,2,2
H50,Scientifiques,217,3,3,3
H50,Industriels_Finance,218,1,1,1
H50,Industriels_Finance,218,2,2,2
H50,Industriels_Finance,218,3,3,3
H50,Collectivites,218,1,1,1
H50,Collectivites,218,2,2,2
H50,Collectivites,218,3,3,3
H50,ONG_Locales,218,1,1,1
H50,ONG_Locales,218,2,2,2
H50,ONG_Locales,218,3,3,3
H50,Autorites,218,1,1,1
H50,Autorites,218,2,2,2
H50,Autorites,218,3,3,3
H50,Scientifiques,218,1,1,1
H50,Scientifiques,218,2,2,2
H50,Scientifiques,218,3,3,3
H50,Industriels_Finance,219,1,1,1
H50,Industriels_Finance,219,2,2,2
H50,Industriels_Finance,219,3,3,3
H50,Collectivites,219,1,1,1
H50,Collectivites,219,2,2,2
H50,Collectivites,219,3,3,3
H50,ONG_Locales,219,1,1,1
H50,ONG_Locales,219,2,2,2
H50,ONG_Locales,219,3,3,3
H50,Autorites,219,1,1,1
H50,Autorites,219,2,2,2
H50,Autorites,219,3,3,3
H50,Scientifiques,219,1,1,1
H50,Scientifiques,219,2,2,2
H50,Scientifiques,219,3,3,3
H50,Industriels_Finance,220,1,1,1
H50,Industriels_Finance,220,2,2,2
H50,Industriels_Finance,220,3,3,3
H50,Collectivites,220,1,1,1
H50,Collectivites,220,2,2,2
H50,Collectivites,220,3,3,3
H50,ONG_Locales,220,1,1,1
H50,ONG_Locales,220,2,2,2
H50,ONG_Locales,220,3,3,3
H50,Autorites,220,1,1,1
H50,Autorites,220,2,2,2
H50,Autorites,220,3,3,3
H50,Scientifiques,220,1,1,1
H50,Scientifiques,220,2,2,2
H50,Scientifiques,220,3,3,3
H50,Industriels_Finance,221,1,1,1
H50,Industriels_Finance,221,2,2,2
H50,Industriels_Finance,221,3,3,3
H50,Collectivites,221,1,1,1
H50,Collectivites,221,2,2,2
H50,Collectivites,221,3,3,3
H50,ONG_Locales,221,1,1,1
H50,ONG_Locales,221,2,2,2
H50,ONG_Locales,221,3,3,3
H50,Autorites,221,1,1,1
H50,Autorites,221,2,2,2
H50,Autorites,221,3,3,3
H50,Scientifiques,221,1,1,1
H50,Scientifiques,221,2,2,2
H50,Scientifiques,221,3,3,3
H50,Industriels_Finance,222,1,1,1
H50,Industriels_Finance,222,2,2,2
